applicant_id,name,gender,age,marital_status,employment_status,annual_income,loan_amount,loan_term_months,loan_purpose,credit_score,existing_loans_count,monthly_expense,application_date,approval_status,late_payments,risk_flag,region,employment_years,defaulted_before,debt_to_income_ratio,credit_risk_tier,income_group,approved_flag,late_payment_band
4485155c-35a9-436d-8f4a-c5abfe39cc87,Dennis Johnson,Other,24,Married,Employed,37921.45,47396.73,60,Home,801,1,691.45,2023-07-05,Approved,0,0,Leeds,19,0,0.2188,Exceptional,30K-60K,1,0
a03e4e20-283b-4efa-a2d8-1fe539bc1478,Teresa Johns,Male,64,Widowed,Employed,95195.32,32617.73,36,Home,433,4,4727.37,2023-10-24,Pending,0,0,Sheffield,15,1,0.5959,Poor,90K+,0,0
24c2d51f-00e6-4c77-85d9-e6b394483b6a,Joel Ford,Other,42,Divorced,Employed,29031.53,23307.72,60,Car,447,2,1939.56,2024-07-01,Approved,2,0,London,2,0,0.8017,Poor,<30K,1,1-2
867c1057-acca-46e0-9d37-d602ba0a2455,Heidi Silva,Other,22,Divorced,Unemployed,114667.54,46129.67,12,Car,659,1,3872.15,2023-07-22,Approved,1,0,Sheffield,29,0,0.4052,Fair,90K+,1,1-2
8ea55a35-5334-408e-bfaf-f50623451b0c,Tiffany Williams,Other,35,Widowed,Self-employed,114587.98,8123.79,24,Education,342,0,2001.91,2024-12-22,Approved,0,0,Birmingham,15,0,0.2096,Poor,90K+,1,0
00b6d38a-24ea-419d-8cc5-f1e31d7c213c,Grace Edwards,Female,55,Widowed,Unemployed,70196.8,34081.18,48,Business,338,1,3588.7,2023-08-28,Approved,0,0,Sheffield,22,1,0.6135,Poor,60K-90K,1,0
9f331d5f-80d9-4fb6-8351-e8799beab3f4,Dominique Avila,Female,21,Widowed,Employed,33607.64,43585.6,36,Education,663,0,1827.27,2023-09-29,Pending,2,0,Sheffield,12,0,0.6524,Fair,30K-60K,0,1-2
4801cff8-6163-4623-a181-c71264ca8b11,Vincent Howard,Other,33,Divorced,Unemployed,92049.32,27805.78,60,Business,599,0,804.14,2025-04-04,Pending,0,0,Sheffield,3,0,0.1048,Fair,90K+,0,0
d784d3f1-ba4e-43ac-a454-246649e6c262,Kim Schroeder,Other,62,Divorced,Unemployed,71386.3,16057.98,60,Personal,498,1,4771.88,2023-11-12,Denied,0,0,Manchester,11,0,0.8022,Poor,60K-90K,0,0
e79f0092-0702-4e87-b2e2-55b4600deb97,Mike Sanchez,Female,44,Single,Self-employed,53816.67,32066.77,60,Home,396,0,1104.03,2023-09-08,Denied,0,0,Sheffield,9,0,0.2462,Poor,30K-60K,0,0
9aae3fd1-40cf-4912-8d3c-c8fc0cae41bd,Craig Miller,Other,23,Divorced,Employed,119097.81,16616.17,60,Personal,714,3,2346.29,2025-04-14,Approved,1,0,Sheffield,26,0,0.2364,Good,90K+,1,1-2
13823219-e4bb-43a8-b6a9-1f4bfca70659,Kylie Kelley,Female,31,Single,Employed,81325.64,16542.71,12,Business,729,1,3502.02,2024-05-26,Denied,4,0,London,25,0,0.5167,Good,60K-90K,0,3+
8673bb68-7d47-4e32-9a67-97d7394667fb,Eric King,Female,21,Widowed,Unemployed,46022.34,30830.11,60,Education,728,2,610.74,2024-12-07,Pending,3,0,Leeds,9,0,0.1592,Good,30K-60K,0,3+
3bc2b65e-3a69-43bd-b3f1-c322c41e2f5b,Crystal Bradley,Male,30,Single,Unemployed,36277.52,9712.28,12,Personal,561,4,4647.35,2024-11-27,Denied,0,1,Manchester,9,0,1.5373,Poor,30K-60K,0,0
444abe6b-8651-43ee-98b1-a665cfca8f69,Jason Pearson,Other,53,Widowed,Self-employed,58187.93,27520.36,24,Home,460,2,3947.29,2025-03-12,Approved,0,1,London,18,0,0.814,Poor,30K-60K,1,0
be06f463-37a3-4f59-8dc0-f39aa2e8de81,Kristina Mueller,Female,52,Divorced,Unemployed,64103.74,22766.5,60,Business,388,3,3314.0,2025-03-10,Approved,2,0,Sheffield,0,0,0.6204,Poor,60K-90K,1,1-2
65705d24-568f-443b-9417-c46ec9bfcd17,Andre Ashley,Other,33,Single,Unemployed,102900.63,21071.38,12,Car,321,4,3195.49,2025-04-03,Approved,1,0,Sheffield,4,0,0.3726,Poor,90K+,1,1-2
bcd80819-17f5-4626-bc77-0c9663008dbb,Sandy Smith,Other,63,Married,Self-employed,61622.83,10152.6,12,Education,586,1,3062.75,2025-02-22,Approved,0,0,Manchester,16,1,0.5964,Fair,60K-90K,1,0
8964d193-f015-46a0-8e67-cf8cffe5c8f2,Natalie West,Other,38,Single,Employed,115925.13,6366.46,60,Education,523,1,1868.84,2024-10-30,Denied,2,0,Manchester,24,0,0.1935,Poor,90K+,0,1-2
2b7dd1c2-99a5-40ac-ae08-43cf066a87f9,Thomas Anderson,Other,51,Widowed,Unemployed,82484.59,41727.45,12,Car,823,3,629.37,2024-01-10,Denied,1,0,Glasgow,21,0,0.0916,Exceptional,60K-90K,0,1-2
deda8140-2fc5-4a0f-9381-4a01e5db05fe,James Alvarez,Male,50,Single,Unemployed,47906.95,4664.14,36,Personal,310,0,1748.26,2025-03-30,Approved,0,0,Leeds,12,0,0.4379,Poor,30K-60K,1,0
fa8e8a02-3187-491e-9aa0-0cdd392ee117,Adrian Wade,Male,32,Widowed,Employed,26135.82,45284.53,12,Personal,643,0,961.4,2025-01-14,Pending,1,0,Manchester,17,0,0.4414,Fair,<30K,0,1-2
46d500bf-e9fa-4f50-9dcd-dfb6b6c0d412,Frederick Howe,Female,49,Divorced,Unemployed,117634.07,34847.04,48,Education,729,0,3568.31,2025-02-13,Pending,2,0,Leeds,22,0,0.364,Good,90K+,0,1-2
5879287d-648a-467f-966a-9c29db1e11fa,Louis Hall,Female,23,Single,Unemployed,52013.95,45938.44,36,Business,458,4,1366.16,2024-02-18,Approved,1,0,Manchester,0,0,0.3152,Poor,30K-60K,1,1-2
cf2f4636-ac75-4503-b85c-8a32ab165e31,Steven Sims,Male,43,Single,Self-employed,47275.44,45931.97,48,Home,397,3,3168.28,2024-02-23,Denied,2,0,Birmingham,7,0,0.8042,Poor,30K-60K,0,1-2
a51b1b43-ba88-4012-a2e3-40cf388c66e5,Gabriela Evans,Female,46,Widowed,Unemployed,40619.69,25928.02,36,Business,451,4,3368.47,2024-12-21,Pending,1,0,Sheffield,14,0,0.9951,Poor,30K-60K,0,1-2
a6bd1b20-728a-4a41-b625-fd34813eb240,Thomas Ward,Male,52,Widowed,Self-employed,75648.39,12821.8,12,Business,662,1,2096.07,2024-09-10,Denied,1,0,Leeds,3,0,0.3325,Fair,60K-90K,0,1-2
4c6f8f74-035f-4e73-8154-c2ec8b02d618,Andrew Perry,Female,33,Divorced,Unemployed,53695.37,4960.66,36,Personal,587,4,2525.02,2025-02-09,Approved,1,0,Glasgow,22,0,0.5643,Fair,30K-60K,1,1-2
2d734989-4e0f-4471-839d-017c192daf40,Brian Clay,Other,29,Widowed,Employed,32042.99,20306.62,48,Personal,619,2,4069.28,2023-09-09,Pending,3,0,Glasgow,14,0,1.5239,Fair,30K-60K,0,3+
21e4dc5b-6874-4e0f-9c87-60625df568c5,Jay Hodges,Other,52,Divorced,Unemployed,18901.95,25764.91,12,Car,549,4,873.02,2023-06-01,Denied,0,1,Liverpool,18,0,0.5542,Poor,<30K,0,0
44e33149-3005-480a-a88d-3208b0ce3fec,Matthew Matthews,Male,62,Married,Self-employed,51842.64,4063.14,60,Education,449,0,3247.3,2024-11-03,Approved,1,0,Leeds,8,0,0.7517,Poor,30K-60K,1,1-2
51372894-22a2-451d-888d-80f11bd49ce9,Francis Giles,Other,35,Married,Employed,88395.95,13668.71,60,Education,732,3,3840.38,2023-11-01,Approved,2,0,London,4,0,0.5213,Good,60K-90K,1,1-2
3dd1a3ef-5437-44cd-a3dc-4d1dbeb7f62f,Maria Hamilton,Male,31,Married,Unemployed,105665.19,34546.41,36,Car,819,0,4311.16,2023-11-17,Denied,0,1,Birmingham,28,0,0.4896,Exceptional,90K+,0,0
0943a9ed-7164-4bed-8a04-50ac046a55c9,Angela Mcintosh DVM,Other,56,Widowed,Employed,35173.58,15013.6,48,Education,502,3,3113.35,2024-11-01,Approved,3,0,Manchester,0,0,1.0622,Poor,30K-60K,1,3+
47efbe08-a146-4ff7-a019-269864f8949e,Kimberly Reeves,Male,34,Single,Unemployed,48855.06,29535.37,24,Personal,615,3,797.81,2024-07-03,Pending,1,0,Leeds,23,0,0.196,Fair,30K-60K,0,1-2
2385114e-915d-4923-a4fd-9e0de59feedd,Terrance Cantu,Female,54,Married,Self-employed,37339.1,14853.79,48,Personal,490,1,3758.37,2024-07-18,Pending,3,0,Leeds,0,1,1.2079,Poor,30K-60K,0,3+
f5e1b4a4-57a1-426e-95ab-67703629949d,Mark Huber,Other,32,Widowed,Unemployed,54320.08,48082.71,24,Education,304,0,4377.28,2023-12-18,Pending,0,0,Leeds,20,0,0.967,Poor,30K-60K,0,0
81064a8f-3014-4bde-a2c8-e976c6f6c130,Lori Mendoza,Male,53,Widowed,Unemployed,111271.47,3913.7,36,Personal,671,2,3600.82,2024-02-07,Denied,2,1,Sheffield,28,0,0.3883,Good,90K+,0,1-2
9b9fea24-ef36-4da4-85df-bc92bf53a62c,Mr. Gregory Hunter,Female,27,Single,Employed,62969.65,7456.04,24,Education,337,0,2894.1,2023-12-22,Pending,1,0,Manchester,2,0,0.5515,Poor,60K-90K,0,1-2
7021cedc-9c78-4c12-99c4-132faed4e786,Shannon Jensen,Female,23,Single,Employed,81105.49,31206.17,60,Car,745,3,1312.49,2023-07-26,Approved,1,0,Birmingham,11,1,0.1942,Very Good,60K-90K,1,1-2
ad27ede7-3352-4466-a79a-32549182f724,Adam Griffin,Other,44,Widowed,Self-employed,39341.09,41534.84,36,Home,713,2,4502.18,2025-01-07,Approved,1,0,Leeds,17,0,1.3733,Good,30K-60K,1,1-2
c0a768fa-2d87-477d-91df-ba8d48cb73ae,Mike Carlson,Male,46,Married,Self-employed,101993.99,27360.52,48,Personal,352,4,1654.56,2023-08-12,Denied,0,0,Leeds,20,0,0.1947,Poor,90K+,0,0
62c4df3d-3604-45f6-a0e4-42efa733d541,Jessica Taylor DDS,Male,55,Married,Self-employed,79386.13,6897.83,48,Business,729,1,4740.21,2024-10-12,Denied,1,0,Leeds,6,0,0.7165,Good,60K-90K,0,1-2
227a5ac9-2262-42a8-b372-2a849e482be8,Michael Hubbard,Male,21,Widowed,Unemployed,27995.49,15436.86,48,Home,610,3,1026.04,2023-06-11,Pending,2,0,Manchester,12,0,0.4398,Fair,<30K,0,1-2
a2bc154a-a51f-4567-b7cd-1edd0e3b5a77,Christian Gregory DDS,Male,33,Widowed,Unemployed,17790.98,44477.52,48,Car,758,4,2290.25,2023-12-29,Pending,1,0,Sheffield,10,0,1.5448,Very Good,<30K,0,1-2
e4543233-c355-4776-af64-18eb5dc202e2,Steven Mckinney,Male,22,Married,Unemployed,34495.33,16949.74,12,Business,378,0,1564.17,2023-05-22,Approved,2,1,Glasgow,13,0,0.5441,Poor,30K-60K,1,1-2
4bbe9226-ed80-451c-84db-6143d2a1ded6,Pamela Graves,Female,40,Single,Unemployed,33686.19,41439.0,48,Personal,707,1,2056.65,2024-02-11,Denied,1,0,Glasgow,10,0,0.7326,Good,30K-60K,0,1-2
2ae7a788-76a5-4deb-a877-c8e18c6a06e1,Christina Fox,Male,32,Divorced,Unemployed,103485.42,45853.88,60,Education,304,4,4157.46,2024-01-30,Denied,0,0,Glasgow,24,0,0.4821,Poor,90K+,0,0
3e78e866-d99d-4028-ab50-7403037eb0a7,Charles Johnson,Female,45,Married,Self-employed,85079.54,46959.35,12,Business,487,3,2356.52,2024-04-03,Pending,0,0,Birmingham,25,0,0.3324,Poor,60K-90K,0,0
7c1f81ee-5f50-4baa-ab45-b871c284d938,Timothy Harris,Male,41,Married,Employed,72007.07,7608.65,12,Car,661,3,2796.58,2024-09-07,Approved,2,0,Birmingham,17,0,0.4661,Fair,60K-90K,1,1-2
41421fd1-0632-4507-93a9-babcf7320df3,Joshua Davidson,Other,38,Single,Self-employed,98028.21,7375.3,60,Home,786,1,4779.86,2024-11-11,Denied,2,0,London,24,0,0.5851,Very Good,90K+,0,1-2
0ae5ab17-0406-4835-9691-c558925abf10,Sean Byrd,Male,33,Married,Unemployed,61233.7,48957.77,12,Personal,485,0,1112.46,2024-10-10,Denied,0,1,Manchester,0,0,0.218,Poor,60K-90K,0,0
292f901e-ec13-45b7-a102-d9bd37910196,Nathaniel Allen,Female,29,Divorced,Unemployed,35879.99,11563.22,60,Car,676,3,4103.36,2024-12-13,Denied,0,0,Leeds,19,1,1.3724,Good,30K-60K,0,0
640ce6e6-3056-4199-8168-5f05ba47894f,Melinda Brown,Female,27,Divorced,Self-employed,47079.7,31195.29,36,Car,814,0,4487.61,2024-09-16,Approved,0,0,Manchester,7,0,1.1438,Exceptional,30K-60K,1,0
bf5587d9-97de-4302-9dbb-6d6e08d7819d,Michele Atkinson,Female,23,Married,Self-employed,88151.79,8763.62,36,Car,754,3,3236.3,2024-10-20,Pending,1,0,Birmingham,17,0,0.4406,Very Good,60K-90K,0,1-2
3b341ea2-7366-4f21-aa61-b86d209317a9,Christopher Jensen,Female,31,Single,Employed,50957.14,11662.52,36,Education,473,2,3912.88,2023-10-06,Approved,2,0,Glasgow,12,0,0.9215,Poor,30K-60K,1,1-2
23de60cc-3bae-4f80-8336-51ada8a950e2,David Pierce,Other,58,Divorced,Self-employed,23324.89,40412.51,60,Car,754,1,2057.95,2024-03-13,Approved,0,0,London,23,0,1.0588,Very Good,<30K,1,0
b6c40c77-6d00-43f0-bc99-465ff78eccd4,Lynn Alexander,Male,27,Divorced,Employed,89789.17,3728.7,12,Car,703,0,3757.93,2024-01-02,Pending,0,0,Glasgow,29,0,0.5022,Good,60K-90K,0,0
3306f44e-1da7-407e-b01f-5082eb8230d2,Michele Saunders,Female,61,Widowed,Unemployed,74902.68,13132.84,60,Business,665,3,4373.8,2025-01-22,Pending,2,0,London,25,0,0.7007,Fair,60K-90K,0,1-2
471ee9c7-9d18-4c17-9e1b-d917493cafa6,Hannah Rhodes,Female,59,Divorced,Unemployed,29179.12,36323.38,60,Home,652,2,4887.11,2024-01-27,Denied,0,0,London,17,0,2.0098,Fair,<30K,0,0
56ea8e06-2d5a-4d2e-83a9-e9122aec6cb7,Gary Morris,Other,45,Single,Unemployed,87255.33,47741.81,12,Business,476,0,1196.79,2024-02-26,Denied,0,0,Sheffield,19,0,0.1646,Poor,60K-90K,0,0
d22ca23c-5f11-410e-b548-eeb64cc432ed,Mark Wilson,Other,40,Single,Self-employed,16482.24,3042.15,36,Business,677,4,4266.24,2025-02-13,Approved,3,0,Glasgow,12,0,3.1061,Good,<30K,1,3+
e578877f-e7a1-4276-a615-1c4a9cc578be,Katrina Patel,Other,25,Widowed,Employed,33174.43,22083.86,12,Car,306,2,2267.57,2025-01-11,Approved,0,0,Leeds,19,0,0.8202,Poor,30K-60K,1,0
98ff459f-f2e7-4c71-ae4e-45f5e53431f5,Hector Wilson,Female,57,Married,Employed,23712.2,21041.54,12,Education,380,3,969.5,2025-04-03,Denied,0,0,Leeds,2,0,0.4906,Poor,<30K,0,0
11077ac1-b118-468c-bb98-d7d3b3e1409e,James Salazar,Female,40,Divorced,Employed,52508.8,26495.78,12,Home,844,3,1304.4,2023-07-28,Denied,1,0,Liverpool,6,0,0.2981,Exceptional,30K-60K,0,1-2
291c7333-2e47-401d-b075-1040e05b9121,Emily Brown,Other,43,Widowed,Self-employed,51572.7,12225.04,36,Business,596,1,4615.6,2025-03-31,Approved,0,0,Leeds,21,0,1.074,Fair,30K-60K,1,0
db733f71-e68c-4a63-bb42-4885556a1e10,Brittany Stanley,Female,22,Single,Self-employed,24965.13,11667.18,12,Education,789,3,2783.27,2023-11-08,Approved,0,0,Manchester,29,0,1.3378,Very Good,<30K,1,0
88d74fc2-18d8-4558-9685-8a55490d186e,Rhonda Conner,Male,28,Single,Self-employed,116341.7,11213.06,12,Personal,496,4,1901.95,2024-07-14,Approved,1,0,Glasgow,16,0,0.1962,Poor,90K+,1,1-2
1179003e-9735-45e5-8afb-107882dadde7,Eric Foster,Other,39,Single,Employed,50155.14,21995.97,60,Education,442,4,1206.86,2023-11-23,Pending,0,1,Leeds,27,0,0.2888,Poor,30K-60K,0,0
c6c55bde-347b-4101-bd20-4e640a235f14,Karen Jordan,Female,30,Married,Self-employed,104495.99,22978.03,24,Home,541,3,4256.21,2025-01-26,Approved,1,0,Sheffield,3,0,0.4888,Poor,90K+,1,1-2
7e6a1537-2914-4391-aa7b-dc1af74ed299,Kristy Johnson,Male,35,Widowed,Unemployed,38751.53,21753.19,48,Car,545,4,3477.9,2025-01-30,Approved,2,0,Birmingham,7,0,1.077,Poor,30K-60K,1,1-2
c2a0a76c-4983-4116-9974-c5121a4a234d,Ashlee Chavez,Other,22,Single,Employed,26097.74,21487.68,24,Car,672,1,3681.73,2024-03-29,Approved,0,0,Leeds,23,0,1.6929,Good,<30K,1,0
bec69a5b-b82c-4270-9e9a-32b88f3c769c,Teresa Madden,Male,64,Married,Employed,54241.91,42150.51,48,Home,606,4,4161.1,2025-04-02,Pending,1,0,Glasgow,2,0,0.9206,Fair,30K-60K,0,1-2
15b10384-45d5-401d-bc2c-d65252ecb738,Ann Gonzales,Male,23,Married,Self-employed,71914.84,10912.29,48,Personal,791,0,2087.6,2024-01-04,Pending,0,0,Sheffield,27,1,0.3483,Very Good,60K-90K,0,0
2b6a003f-7c9f-4cc6-818d-241261fb93ff,Sarah Blake,Other,52,Divorced,Unemployed,28149.02,14879.98,60,Car,666,1,2669.14,2023-05-31,Approved,2,0,Sheffield,9,0,1.1379,Fair,<30K,1,1-2
1a52c8a3-1980-425d-a9af-a4c40b52fc9b,Krystal Green,Male,44,Widowed,Self-employed,117491.56,17166.27,24,Home,712,4,2896.47,2023-09-13,Approved,0,1,London,19,0,0.2958,Good,90K+,1,0
4fb3a70a-ad56-489d-8247-3d0ac264bba6,Ashley Brown,Other,34,Married,Employed,107959.11,31243.23,12,Business,722,1,645.56,2024-03-28,Pending,1,1,Manchester,4,0,0.0718,Good,90K+,0,1-2
2ab6e953-2f83-49fa-9d16-541fa28d342d,Ashley Pearson,Male,63,Widowed,Employed,90251.37,44729.16,48,Home,718,0,4039.88,2023-12-10,Approved,2,0,London,22,0,0.5372,Good,90K+,1,1-2
d62643de-5dd1-4245-8ccd-577b5c267eb4,Chris Cunningham,Female,52,Widowed,Self-employed,76017.45,29954.21,24,Business,323,2,1223.06,2024-09-15,Pending,2,0,Manchester,19,0,0.1931,Poor,60K-90K,0,1-2
ac333da2-0554-4f15-835e-b3d1f43e6d5f,Sandra Sheppard,Male,64,Married,Self-employed,81783.33,4995.01,60,Education,467,1,2537.33,2024-11-08,Denied,1,0,Manchester,29,1,0.3723,Poor,60K-90K,0,1-2
9f022b41-5756-4cbb-b6a7-10a697238caf,Cynthia Malone,Other,51,Widowed,Employed,42243.27,22079.17,36,Home,485,4,4274.4,2024-01-17,Pending,2,0,Leeds,20,1,1.2142,Poor,30K-60K,0,1-2
d8f0e071-7882-47a6-8b21-62af9292e490,Amber Smith,Other,44,Widowed,Unemployed,25324.42,14717.43,24,Business,400,2,3065.58,2024-04-20,Approved,0,1,Liverpool,25,0,1.4526,Poor,<30K,1,0
6d44b2ee-a69f-4421-be83-edabaa8b679c,Jason Pierce,Male,62,Married,Employed,26130.0,42379.96,24,Education,407,0,3949.07,2024-05-20,Pending,1,0,Liverpool,29,0,1.8136,Poor,<30K,0,1-2
2431e288-55ba-4aff-a20b-cf24aa80aaa6,Austin Kline,Male,38,Widowed,Unemployed,118860.48,43066.72,24,Car,752,2,4865.31,2023-09-12,Pending,0,0,London,28,0,0.4912,Very Good,90K+,0,0
a4d83901-b89c-4bd9-b9d2-ae133ab08d6b,Cynthia Casey,Male,31,Single,Employed,90739.26,11568.33,12,Personal,701,1,4024.27,2024-03-22,Approved,1,0,Leeds,1,0,0.5322,Good,90K+,1,1-2
bf58a57a-49d6-407d-ae0d-4aa5cbb682d6,Joshua Blair,Female,25,Divorced,Unemployed,29137.78,34538.39,12,Business,688,2,2772.23,2025-04-07,Approved,0,0,Sheffield,3,0,1.1417,Good,<30K,1,0
4a44c57d-6194-4721-80d4-ca5d2e37258e,Juan Rivera,Other,60,Married,Employed,31935.3,48140.87,24,Car,514,4,2525.61,2024-02-20,Approved,0,0,London,0,0,0.949,Poor,30K-60K,1,0
a0bbf91c-1494-4083-b114-cc6bc1f5aca3,Debra Peck,Male,52,Married,Self-employed,25896.68,2233.76,60,Home,826,3,1361.72,2024-01-22,Pending,1,0,Sheffield,27,0,0.631,Exceptional,<30K,0,1-2
8b3aaf64-f465-42d0-9cfe-1372904caf85,Bruce Moore,Female,36,Single,Employed,112354.18,16307.6,12,Home,669,3,4281.55,2024-03-16,Approved,3,0,London,7,0,0.4573,Fair,90K+,1,3+
652890c2-c3bd-463f-81d5-acb722861d72,Steven Stevens,Other,62,Single,Employed,58816.86,11049.69,12,Business,406,2,1025.29,2024-06-03,Pending,1,0,Liverpool,28,1,0.2092,Poor,30K-60K,0,1-2
d85d9f0d-cb50-4f42-86b6-8fb3dd999598,Brittany Owens,Other,44,Single,Employed,56642.11,24624.28,48,Home,601,2,4496.15,2024-03-18,Approved,0,1,Glasgow,19,0,0.9525,Fair,30K-60K,1,0
0d4b494f-6149-406d-9c21-7373db2f099f,Theresa Valdez,Male,21,Widowed,Self-employed,57386.14,39079.2,12,Car,685,3,3597.7,2023-05-22,Denied,0,0,Leeds,9,0,0.7523,Good,30K-60K,0,0
d64d125d-41c9-4472-b026-7933bd82d0ab,Gabriel Snyder,Male,60,Married,Unemployed,18969.64,1981.09,12,Education,799,3,4704.68,2024-10-06,Denied,0,0,Leeds,21,0,2.9761,Very Good,<30K,0,0
57972ec2-362f-41f3-9be9-537a76e5fb11,Crystal Velasquez,Male,46,Single,Employed,72532.61,2896.37,60,Personal,811,0,1909.31,2024-06-28,Approved,0,0,Manchester,29,0,0.3159,Exceptional,60K-90K,1,0
3b2bd9ff-bc69-46fb-8b54-cc23b963e751,Krista Howell,Other,22,Single,Employed,92254.36,6846.51,60,Car,370,0,3567.03,2023-10-16,Denied,0,0,Liverpool,9,1,0.464,Poor,90K+,0,0
2acbfd00-cae2-47ae-8b8e-068c8668ce18,Elizabeth Moore,Other,64,Widowed,Self-employed,23921.95,8308.95,60,Business,416,2,3468.9,2023-10-12,Denied,1,0,Birmingham,7,0,1.7401,Poor,<30K,0,1-2
7ac2d801-db12-41cd-8564-aaf7de4ec9e9,John Singh,Male,28,Widowed,Unemployed,42938.98,6797.73,36,Education,743,2,642.89,2024-06-12,Approved,1,0,Liverpool,10,0,0.1797,Very Good,30K-60K,1,1-2
6bba77ee-f9e0-48a7-adfd-50323c3478fc,Jennifer Petersen,Female,38,Widowed,Employed,112859.48,45549.03,36,Business,689,1,2113.03,2024-01-08,Approved,2,0,London,2,0,0.2247,Good,90K+,1,1-2
8c278177-1298-4ec9-b6a1-1c0c180dec7a,Krystal Rodriguez,Other,26,Divorced,Self-employed,60079.01,32619.95,36,Home,750,4,596.8,2024-05-09,Denied,2,0,Leeds,8,0,0.1192,Very Good,60K-90K,0,1-2
cc6b86ca-2a3e-4a17-b870-49599cfffd43,David Morgan,Female,48,Single,Unemployed,65322.0,48131.28,24,Education,640,3,1731.89,2025-04-11,Pending,0,0,Leeds,1,0,0.3182,Fair,60K-90K,0,0
0767c416-ebcf-4bf7-a9b5-d3be41e7e0b5,Peter Adams,Female,33,Married,Self-employed,101368.7,39574.33,24,Personal,692,4,2842.25,2025-01-30,Approved,0,0,Manchester,20,0,0.3365,Good,90K+,1,0
b78a218e-0732-41f2-9f70-72dd8af90179,Kevin Graham,Other,55,Single,Self-employed,87066.71,6686.74,48,Education,556,0,3293.43,2023-09-05,Approved,0,0,Liverpool,17,0,0.4539,Poor,60K-90K,1,0
94052bb8-8078-42fe-a4f7-6432ca0aa057,Tina Lowery,Other,56,Widowed,Unemployed,37447.78,22982.37,36,Education,829,3,4668.84,2025-01-01,Pending,0,1,London,20,0,1.4961,Exceptional,30K-60K,0,0
f78f9b9e-74c3-4f89-a654-015ab33da789,Mark Young,Female,21,Married,Employed,23186.88,36164.71,60,Business,618,4,1132.83,2025-03-27,Pending,2,0,Glasgow,25,0,0.5863,Fair,<30K,0,1-2
84277d36-59a6-459f-8d9d-c60fb66423a4,Dawn Brown,Female,39,Widowed,Employed,22359.47,41499.69,36,Personal,572,0,2229.29,2023-09-30,Denied,2,0,London,25,0,1.1964,Poor,<30K,0,1-2
9aa190ec-f6e4-4492-9339-4d1a944a85f6,Victoria Wolfe,Other,26,Widowed,Employed,82329.22,30583.48,24,Business,502,3,685.68,2025-01-21,Denied,0,0,Leeds,22,0,0.0999,Poor,60K-90K,0,0
66690e49-7557-48c9-ae39-1dcfc7a4c8b5,Jonathan Aguilar,Other,63,Divorced,Self-employed,84067.19,17396.76,12,Education,375,2,4364.08,2023-09-08,Denied,2,1,Liverpool,18,1,0.6229,Poor,60K-90K,0,1-2
56d8df7b-a258-4292-97ea-62add3517330,Jordan Nguyen,Other,39,Widowed,Self-employed,56332.72,8149.09,36,Home,698,0,3206.96,2024-09-03,Approved,0,0,Leeds,14,0,0.6831,Good,30K-60K,1,0
0b4eb665-14ff-431d-b7da-8f70ec9a440b,Thomas Blackburn,Female,60,Widowed,Employed,57512.57,48139.11,48,Home,465,3,1961.28,2024-05-23,Approved,1,0,Manchester,15,0,0.4092,Poor,30K-60K,1,1-2
f5c71986-258d-4fc9-bdef-dd6813add39f,Robert Gilbert,Other,38,Single,Employed,80517.64,4620.43,36,Personal,834,2,2027.65,2025-02-19,Denied,3,1,Liverpool,22,0,0.3022,Exceptional,60K-90K,0,3+
5a63e1e7-77c6-4881-97a0-fbc265685305,Linda Garrison,Other,60,Divorced,Employed,42614.29,2027.43,12,Car,564,0,4981.12,2024-06-05,Denied,1,1,Liverpool,9,0,1.4027,Poor,30K-60K,0,1-2
4cba4939-98d8-4b55-9180-4a9ec567b752,Karen Moore,Other,35,Divorced,Unemployed,15424.7,43114.94,48,Business,353,2,4397.61,2025-01-11,Pending,3,1,Glasgow,7,0,3.4212,Poor,<30K,0,3+
7fa01df8-7f95-449c-9108-68c625ccd0dd,Stephanie Williams,Other,32,Widowed,Unemployed,81469.24,44816.69,12,Car,329,4,2648.04,2023-09-26,Denied,0,1,Manchester,5,0,0.39,Poor,60K-90K,0,0
ea7fd9a3-4d89-4b7e-9dab-8eb68da012b7,Katherine Oliver,Male,55,Divorced,Unemployed,49620.46,40020.06,48,Education,343,0,4397.7,2024-01-29,Denied,1,0,Leeds,25,0,1.0635,Poor,30K-60K,0,1-2
f8dd1d44-01f5-49dd-9b22-9547f1b8a96d,Sean Carter,Other,48,Married,Self-employed,61214.0,12552.78,60,Home,379,4,3573.91,2024-10-20,Approved,0,0,Birmingham,19,0,0.7006,Poor,60K-90K,1,0
ac7aef38-1c7a-4380-b143-5f08522d3f64,Mr. Richard Kelly,Male,52,Divorced,Unemployed,89927.38,11862.81,60,Home,462,1,4496.22,2024-07-03,Pending,1,0,Birmingham,12,0,0.6,Poor,60K-90K,0,1-2
638ef687-a98f-4c90-aebb-05ece249a490,Shannon Jones,Other,32,Single,Unemployed,47588.54,36661.31,60,Car,603,2,1654.13,2023-11-26,Pending,2,1,Birmingham,25,0,0.4171,Fair,30K-60K,0,1-2
241f827f-23e1-4da3-bd9b-4aa041061541,Robert Smith,Female,38,Single,Self-employed,119018.64,37398.0,12,Personal,731,3,2567.85,2025-02-06,Approved,1,0,Birmingham,3,0,0.2589,Good,90K+,1,1-2
